DR,NARRATIVE,CRIMETYPE
90111931,SUSP ENTERED BUSINESS GOT INTO VERBAL CONFRONTATION WITH MANAGEMENT    ABOUT ITEMS IN HAND  SUSP EXITED LOC WITH ITEMS IN HAND,THEFT
132014908,UNK S ENTERED V LOCKED SECURED VEH BY USING UNK TYPE TOOL TO UNLOCK V PASSENGER SIDE FRONT DOOR V STATED WINDOW SEAL ON BOTTOM PORTION PUSHED INWARD,BTFV
111823505,UNK SUSP TOOK VICT PISTOL FROM RESIDENCE,THEFT
112119840,S ENTERED STORE REM MERCHANDISE AND FLED ON FOOT EB FROM LOC,THEFT
101205408,S1 AND S2 PUNCHED VICT KNOCKING HIM DOWN S1 REMOVED VICTS CLOTHING AND PROP AND KICKED VICT OUT OF THE APT,Robbery
121909225,VICT PARKED HIS VEH IN PARKING LOT OF HOLY CROSS HOSP LEAVING DOORS UNLOCKED  UNK SUSP ENTERED VEH TOOK PROP AND FLED,BTFV
111611852,SUSP ONE ADVISED VICT THAT SUSP TWO HAD ILLEGALY HOOKED UP ELECTRICAL WIRES TO STEAL POWER,THEFT
111900519,UNK S SHOT V IN BACK OF HER HEAD S FLED NORTHBOUND SAN FERNANDO RD IN  DRK TWO DOOR PK TK,Aggravated Assault  
132113612,V AND S HAVE BEEN DATING 2 YRS V ADVD S THAT HE HAD SEXUAL RELATIONS   OUTSIDE RELATIONSHP S STABBED V LFT FOREARM WITH KITCHEN KNIFE,Aggravated Assault  
112020607,S APPROACHED V FROM BEHIND FORCIBLY TORE V TWO NECKLACES FROM V NECK V ATTEMPTED TO RETAIN PROPERTY  S PLACED OBJECT ON NECK IN FEAR FOR LIFE V,Robbery
90917702, SUSP ENTERED VICT LOC THRU FRT DOOR W GREEN EMPTY HAND BAG  SUSP WALKED THRU VICTS AISLE AND PUT VICTS PROP IN GRN HANDBAG  SUSP FLED VICT LOC THRU F,THEFT
131421296,SUSPECT APPROACHED VICTIMS AND PRODUCED HANDGUN  SUSPECT DEMANDED VICTIMS PROP S TOOK VICTS PROP AND FLED LOCATION,Robbery
91718893,S ENTERED LOC WITH A POSS KEYS  NO EVID OF FORCED ENTRY  S RANSACKED   LOC AND FLED WITH PROPERTY VIA REAR SLIDING GLASS DOOR,BURG
110914710, UNK SUSP TOOK VICTS PROP FROM DRIVEWAY THEN FLED LOC IN UNK DIRECTION,THEFT
90715914, S1 UPON ENTRY POINTS GUN AT W1 SIMULTANEOUSLY SUSPS ENTER S1 WALKS TO REAR ROOM WITH S3 S3 PLACES MARIJUANA INSIDE BAG S1 ORDERS W1 TO REMOVE AND HAN,Robbery
120105207,SUSP REMOVED A PIECE OF PLYWOOD FROM WALL AND THREW IT AT VICTS LEGS HETHEN FLED IN UNK DIR TO UNK LOC,Aggravated Assault  
90706711,UNK SUSP CUT THE LOCK ON BACK GATE TO PARKING LOT DISABLE CIRCUT BREAKER AND CUT SECURITY GATE AND ATTEMPTED TO ENTER BUSINESS,BURG
102118066,UNK SUSP GAINED ENTRY TO THE TEACHERS LUNCH ROOM WITH THE USE OF AN UNKTYPE OF PRY TOOL AND RANSACKED SAME UNK SUSP PROCEEDED TO THE SCHOOL LIB,BURG
110908560,UNK SUSPS SHOT UNK VICT WITH A 9MM HANDGUN    UNK SUSPS FLED IN UNK DIRECTION   UNK VICTS WAS GOA,Aggravated Assault  
101427619,UNK SUSP CUT SCREEN AND UNLOCKED REAR DOOR ENTERED LOC REMOVED PROP    LEFT LOC IN UNK DIRECTION TO UNK LOC WITH PROPERTY,BURG
131921844,SUSP ATTEMPTED TO STEAL VICTS VEH BY USING A TOW TRUCK  WIT CONFRONTED SUSP  SUSP FLED WB COMMUNITY ST TO NB KESTER AVE,Grand Theft Auto 
101004379,UNK SUSPS ENTERED PARKING GARAGE SMASHED PASSENGER FRONT WINDOW REMOVEDPROPERTY AND FLED IN UNK DIRECTION,BTFV
120713805,UNK SUSPS APPROACHED RESIDENCE REMOVED KEY FROM BACK DOOR AND ENTERED THROUGH SIDE DOOR SUSPS REMOVED PROP AND FLED SCENE IN UNK DIRECTION,BURG
130507401,SUSP ENTERED VICTS LOCKED VEH SUSP USED KEYS TO ATTEMPT TO STEAL VICTS VEH VICT CONFRONTED SUSP CAUSING SUSP TO FLEE IN VEH WB 2ND ST,Grand Theft Auto 
90122659,SUSP CAME TO THE BUSINESS AND POINTED A GUN AT THE WIT STATING GIVE ME ALL YOU MONEY WHEN WIT STATED THERE IS NO MONEY SUSP WAITED IN THE BUSINESS APR,Robbery
91917666,S ANV ARE DATING NO CHILDREN IN COMMON DURING AN ARGUMENT OVER MONEY S GRABBED V THROAT CAUSING HER TO ALMOST LOSE CONCIOUSNESS,Robbery
130910994, UNK SUSP REMOVED PROP FROM VICTS PURSE WHILE VICT WAS TRYING OUT SHS AT LOC,THEFT
120314865,SUS1 APPROACHED VIC PRODUCED HANDGUN AND FIRED SEVERAL ROUNDS STRIKING VIC SUSPS FLED IN VEH,Aggravated Assault  
122015467,UNK SUSPECT OPENED VICTIMS UNLOCKED FRONT PASSENGER SIDE VEHICLE DOOR AND ENTERED SUSPECT REMOVED VICTS PROPERTY AND FLED THE LOCATION IN AN UNK DIR,BTFV
110626009,UNK S PICKED V DOOR LOCK ENTERED V VEH AND REMOVED V2 JKT S FLED IN UNKDIR,Grand Theft Auto 
91814619, UNK SUSP PRIED FRONT DOOR VICT RESID WITH UNK PRY TOOL GAINED ENTRY   REMOVED VICT WALLET FROM BEDROOM AND FLED LOC TO UNK LOCATION,BURG
120710464,S PULLED NEXT TO V WHO WAS ON BIKE S SHOWED V MIDDLE FING AND SHOUTED AN EXPLETIVE AND STRUCK V CAUSING INJURY,Aggravated Assault  
131718529,S ENTERED V BUSINESS  SELECTED MERCHANDISE AND CONCEALED IT ON IS PERSON  S PASSED ALL OPEN AND MANNED REGISTERS AND EXITED BUSINESS WITHOUT PAYING,THEFT
101501305,UNK SUSP STRUCK VICT W UNK BLUNT OBJ ON THE HEAD SUSP FLED IN UNK DIR,Aggravated Assault  
141410892,UNK SUSPS ENT VICTS APARTMENT PARKING LOT REMOVED TWO BICYCLES FROM BICYCLE RACK AND FLED IN UNK DIRECTION,THEFT
100514286,SUSP ENT VICT'S RES AND REMOVED VICT'S PROP. LAPTOP CAMERA JEWLERY,BURG
91906123,S1 ENTERED V PKD VEH AND REMOVED THE PANEL FROM THE STEERING COLUMN S1 AND S2 FLED WHEN V WAS APPROACHING,Grand Theft Auto 
130208069,SUSP GRABBED VICTS WALLET FROM HER HANDS  SUSP SNATCHED WALLET FROM VICT WHILE ATTEMPTED TO RETAIN HER WALLET  SUSP FLED TO UNK SECOND FLOOR APT,Robbery
120622773,SUSPS APPROACHED VICT CLAIMING TO BE FROM MS 13 SUSPS ATTEMPTED TO     STRIKE VICT WITH FIST THREW BEER BOTTLE AT VICT AND DEMANDED PROP,Robbery
101417953,VICT STATED WHILE EATING AT HOTEL BREAKFAST BAR UNK SUSPS STOLE PURSE  APPROX 10 MINS LATER VICTS BACK NOTFIED HER OF ACTIVITY,THEFT
112019675,V VEH WAS PARKED LOCKED AND SECURED ON PUBLIC ST UNK S PRYED OPEN VEH RR TRUNK COVER AND STOLE V PROP,BTFV
131120477,S1 EXITS VEH AND POINTS GUN AT BOTH VS AND DEMANDS THEIR PROPS  BOTH   VS COMPLY OUT OF FEAR   SUSPS FLED IN THEIR VEH WITH PROP,Robbery
131224492,UNK SUSP ENTERED VICS RESIDENCE POSSIBLY FROM REAR WINDOW SUSP TOOK VICS ITEMS AND FLED LOC THROUGH UNK LOC WITH VICS PROPERTY,BURG
91320243,SUSPS APP V AND DEMAND V PROP V IN FEAR GAVE SUSPS HIS PROP SUSPS FLED LOC WITH V PROP NB ON GRIFFITH,Robbery
101416794,SUSPS USED UNK TOOL TO ATTEMPT TO PRY IGNITION ON VICTS VEHICLE,Grand Theft Auto 
90325496,SUSP APPROACHED VICT THEN BRANDISHED KNIFE AT VICT SUSP TOOK VICTS PROPTHEN FLED TO UNK DIRECTION,Robbery
100319460,S WAS DRUNK AND BECAME ENRAGED S PICKED UP A POT OF HOT SOUP AND THREW IT ON V SUSP STOOD BY LAYING ON KITCHEN FLOOR,Aggravated Assault  
110212377,S WALKED UP TO V AND SIMULATED A KNIFE IN HIS JACKET POCKET  S DEMANDEDV PROP V IN FEAR COMPLIED WITH S  S FLED IN UNK DIRECTION,Robbery
101414604,SUSP ENTERED BUSINESS DISTRACTED EMPLOYEES AND FLED WITH THE VICTS PROPTOWARDS THE PARKING LOT,BURG
140315945,S PUSHED V TO THE GROUND TRIED TO PULL V PURSE AWAY POINTED A KNIFE AT V DEMANDED V PURSE OR HE WOULD CUT V V OVERCOME BY FORCE AND FEAR S TOOK V PROP,Robbery
101225539,S ENTERED BUSINESS DURING STORE HRS WITH NO MONEY AND EMPTY BACKPACK S TOOK CHOSEN PROPERTY WALKED PASSED REGISTERS AND EXITED,BURG
131415047,UNK SUSPS APPROACHED VICTIMS WALLET WALLET ON CASHIER COUNTER S TOOK VICTS WALLET AND FLED IN UNK DIRECTION WITH VICTS WALLET,THEFT
121007278,UNK SUSP ENTERED RESID VIA SIDE WINDOW BY UNK MEANS SUSP REMOVED VICTS PROP THEN FLED VIA REAR SLIDING GLASS DOOR WITH VICTS PROP TO UNK DIR,BURG
140911894,UNK SUS ENT V1 RESID BY BENDING BARRED WINDOWSSUS ENT LOC  RMVD PROP  AND FLED UNK DIR W PROP,BURG
110307553,V1 OBS S1 TAKE PROP FROM V1 VEH AND FLEE NB V1 CONFRONTED S1 S1 PRODUCEKNIFE THREATENING V1 S1 DROPPED V1 PROP BEFORE FLEEING,Robbery
130801311,S ENTERED LOC TO EXCHANGE SHS  W1 ATT TO STOP S A STRUGGLE ENSUED W1 WAS THEN ABLE TO DETAIN S UNTIL POLICE ARRIVED ON SCENE,Robbery
100510854,ARRESTEE ENT SOTRE SELECTED MERCHANDISE AND CONCEALED THE ITEMS IN HIS JACKET. ARRESTEE EXITED STORE AND MADE NO ATTEMPT TO PAY FOR ITEMS.,THEFT
131008240,20015VC DISPUTE WITHSUSP EXITED PKG LOT CONDUCTED A U TURN AND RE ENTE RED PKG LOT SUSP DROVE TOWARDS VICT STRIKING VICT AND KNOCKING HIM TO GROUND,Aggravated Assault  
111920469,UNK S STOLE VICTS MONEY MONEY ORDERS AND CHECK WHILE V WAS ADMITTED   TO OLIVE VIEW HOSPTIAL,THEFT
121718047,S SMASHED THE RT RR PASS WINDOW TO V VEH AND REMOVED PROPERTY FROM RR  SEAT THEN FLED LOC WITH PROPERTY,BTFV
90907818,PRIOR TO SUS ENT V1 VEH SUS GRAB V1 WALLET FROM HIS PNTS PCKT FORCFULLYAND EXIT VEH,Robbery
100419056,UNK SUSP PULLED CHAIN OFF VICTS NECK RAN SB BREED ENTERED GRY VEH VEH  SB BREED TOWARDS 1ST,Robbery
101121613,UNK SUSPS ENTERED VICTS HOME OFFICE AND REMOVED VICTS PROP  SUSPS FLED LOC WITH VICTS PROP,THEFT
91723007,S USED UNK HARD OBJ TO OPEN LOCKED AND SECURED DOOR  S TOOK V PROPERTY THEN FLED LOC,BTFV
111805036,UNK SUSPS ENTERED LOC VIA THE FRONT WINDOW RANSACKED RESD AND TOOK PROPUNK SUSPS EXITED THE LOC VIA THE FRONT DOOR AND FLED IN UNK DIRECTION,BURG
130500610,SUSP USED CAR JACK TO RAISE VEH AND REMOVE TIRE SUSP FLED SCENE IN     UNK DIR WITH VICTS TIRE LEAVING CAR JACK AT SCENE.,BTFV
101705428,S KNOCKED ON FRONT DOOR AND ENTERED BACKYARD S KNOCKED ON REAR DOOR ANDATT TO BREAK GLASS  V YELLED AND SCARED S AWAY  S JUMPED INTO AWAITING VEH FLED,BURG
121607544,VIC OBSD SUSP1 INSIDE VEH AND SUSP2 PREPARING TO TOW VIC VEH  VIC CONFRONTED SUSPS WHO THEN FLED,Grand Theft Auto 
111018167,S HAS TAKEN VICTS PROP FRM A LOCKED CLOSET INSIDE VICTS RESID,THEFT
100407835,UNK SUSPS SMASHED VICT WINDOW TOOK VICTS PROPERTY AND FLED IN UNK DIRECTION,BTFV
101721111,UNK SUSPS ENTERED THROUGH AN UNLOCKED WINDOW RANSACKED TWO BEDROOMS ANDTHEN FLED WITH VICTS LAPTOP COMPUTER THROUGH REAR DOOR IN AN UNK DIRECTION,BURG
102105697,OFCR OBSD S COMMIT MULTI TRAF VIOL ATT TO STOP S PENDING DUI INV S     FAILED TO STOP AND EVADE POLICE S COLLIDED WITH VEH CAUSING INJURY,Grand Theft Auto 
130620603,SUSPS APPROACHED VICT FORM BEHIND PUNCHED HER AND TOOK HER PROP S2 PUNCHED V2 AND REMOVED HIS PROP,Robbery
121704379,UNK SUSPS PICKED THE LOCK ON VICTS VEH  SUSPS THEN RANSACKED THE       INTERIOR OF THE VEH  SUSPS REMOVED PROP AND FLED IN UNK DIR,BTFV
100916804,SUS GRAB VIC PURSE KNOCKING HER DWN AS SHE WAS ATTCK FRM BCK  V1 DIDNT SEE SUS COMING UP ON HER,Robbery
111620586,UNK SUSPS USED AN UNK HARD TOOL TO BREAK THE VICTS LOCKED AND SECURED VEH WIN AND REMOVED VICTS BLOWER TOOLBOX AND TRIMMER,BTFV
121320797,SUSPS ASKED V IF HE NEEDED HELP WITH HIS BAG UNK S GRABBED V BAG FROM BENCH THEN BOTH SUSPS RAN EASTBOUND WITH VICTS PROPERTY,THEFT
141912270,UNK SUS SMASHED REAR WINDW UNK SUS RMVD VICT PROP FLED IN UNK DIR,BTFV
122118384,UNK SUSP USED UNK HARD OBJECT TO SMASH VICT VEH FRONT PASS WINDOW UK SUSP REMOVED VICT PROP FROM INSIDE AND FLED,BTFV
121208293,UNK SUSPS SMASHED IN FRONT DOOR REMOVED VICS PROP AND FLED IN UNK DIRECTION TO UNK LOCATION,BURG
102122407,UNK SS ENTERED STORAGE UNIT FROM TOP OR SIDES OF UNIT SELECTED PROPS THEN FLED STORAGE UNIT FR POE IN UNK DIR,BURG
100213062,UNK SUSP FORCED ENTRY INTO CLASSROOM  ONCE INSIDE SUSP FORCED ENTRY INTO STEEL CABINET AND REMOVED SIX APPLE MAC LAPTOPS AND LEFT LOC IN UNK LOC,BURG
141313515,UNK SUSP REMOVED VICT ATM CARD FROM HER WALLET SUSP THEN UTILIZED ATM CARD TO WITHDRAW MONEY,THEFT
131506717,SUSP ENTERED LOC AND CONCEALED MERCH SUSP EXITED LOC FAILING TO PAY    FOR MERCH,THEFT
130211554,UNK SUSPS TOOK VICT PROP FROM VICT CLOSET,THEFT
130125402,SUSP APPROACHED VCIT SUSP PUNCHED VICT CAUSING 1 INCH LACERATION SUSP  FLED TO UNK LOC,Aggravated Assault  
101231177,UNK S ENTERED LOC THRU WINDOW S RANSACKED LOC UNK IF ANY PROP WAS TAKENS FLED UNK DIR,BURG
131808232,SUSP CONFRONTED VICT STATED WHAT THE FUCK YOU DOING HERE SUSP SURROUND VICT AND BEGAN TO BATTER HIM WIT BATTERED VICT IN DEFENSE OF SUSP DURI,Grand Theft Auto 
121306696,UNK S USED A KNIFE TO CUT THE VICT LT THUMB,Aggravated Assault  
141508123,SUSP ENTERED REAR BATHROOM WINDOW LEFT OPENED ENTERED RANSACKED AND FLED VIA REAR SECURITY DOOR   UNK PROP TAKEN,BURG
90820456,UNK S USED UNK OBJ TO SMASH VEH WINDOW AND REMOVE VICT PROP,BTFV
91824660,SUSP APPRCHD VICT ASKED HIM WHERE YOU FROM AND WHAT YOU GOT SUSP FRISKED VICT WHEN SEARCH TURNED UP NOTHING SUSPS HIT VICT SEVERAL TIMES AND FLED,Robbery
91922935,3SUSPS ENT VICTS CLASS AND ASKED HIM IF HE KNEW WHERE HE WAS SUBJ TOLD HIM HE WAS IN VARRIO SAN FER VICT TOLD SUSPS TO FUCK OFF VICT AGR TO FIGHT,Aggravated Assault  
92121949,UNK SUSPS ENTRD V LKD VEH WITH UNK TOOL AND TOOK PROP UNK SUSPS FLED   IN UNK DIR,BTFV
120713154,SUSPECTS EXITED VEHICLE AND CHASED VICT N B HAUSER SUSP1 STRUCK V IN HEAD W BASEBALL BAT CAUSING V TO FALL TO GROUND S3 AND S4 KICKED V WHILE ON GROUN,Aggravated Assault  
130307317,UNK SUSP PRIED OPEN VICTS WINDOW WITH UNK TOOL TO GAIN ENTRY ONCE INSIDE THE SUSP REMOVED VICTS PROPERTY SUSP DAMAGED VICTS DRUNK BUTTON TO GAIN ENTRY,BTFV
121108268,2 SUSPS ENT LOC ASKNG FOR FLASH  AS SUSPS EXITD RES S1 SHOT VIC ONCE INTHE LEFT LEG,Aggravated Assault  
140909051,UNK SUSP ENT VICT LOCKED HOME VIA UNK POE REMOVED VICTS PROP SUSP ALSO RANSACKED VICTS HOME SUSP THEN FLED WITH VICTS PROPERTY,BURG
120710798,SUSP WHILE AT VICTS RES ASKS VICT FOR ONEY AND STARTS ARGUING WITH VICTSUSP TAKES VICTS PROP AND FLEES NB AT LA BREA,THEFT
141309249,SUSP SHOT MULTIPLE ROUNDS TO UNK VICT VICT GOA UPON ARRIVAL WITS ID SUSP AS SHOOTER,Aggravated Assault  
92110858,V AND W BECAME INV IN A SEXUAL EXP IN THE ALLEY THEY WERE INTERUPTED BYS DEMANDING MONEY S2 HELD VIC WHILE S1 PUNCHED C AND TOOK PROP,Robbery
140200571,UNK SUBJ BROKE INTO VICTS VEH BY BREAKING PASS SIDE WINDOW WITH UNK TOOL,BTFV
92113739,UNK S ENTD INTO THE VICTS HOUSE BY UNK MEANS S ENTD TOOK THE V PROP    AND FLED LOC IN AN UNK DIR,BURG
112011022,V LEFT PURSE AT LOC V RETURNED TO LOC AND PURSE WAS MISSING,THEFT
120620179,S REMOVED PROP FROM STORE WO PAYING AND STORE SECURITY APPREHENDED HIM UPON REVIEW OF RAP S WAS CONVICTED OF 666PC,THEFT
91317762,UNK S STOPPED IN FRONT OF THE VICTS RESD AND SHOT AT THE RESD STRIKING THE RESD,Aggravated Assault  
101111910,SUSPS APPROACHED V AND STATED   WHERE YOU FROM   SUSPS STRUCK V AND    TOOK VS PROP   THEN FLED WB FROM LOC,Robbery
111004522,UNK SUSP TOOK VICTS PROPERTY FROM HIS STOLEN VEHICLE,Grand Theft Auto 
121522568,WIT 1 AND VICT INVOLVED IN ARGUMENT SUSP APPRO VICT AND STRUCK HIM IN  THE HEAD W A TROPHY,Aggravated Assault  
140112990,UNK SUSPS APPROACHED VICTS VEH AND WITH UNK HARD OBJ SMASHED THE REAR PSNGR SIDE WINDOW UNK SUSPS REMOVED VICTS PROP AND FLED VICT RETURNED AND DISCOV,BTFV
131607258,VICT AND SUSP INVOLVED IN A VERBAL ARGUMENT  SUSP PUNCHED VICT RETRIEVED SCISSORS FROM PURSE AND SCRATCHED VICT W THEM CAUSING INJURIES,Aggravated Assault  
101306307,SUSPS APP VICT AS V EXITED BUS  S1 ASKED WHATS IN YOUR PURSE  V TOLD SUSPS TO GET AWAY FROM HER A1 GRABS V PURSE AND S2 PUNCHES V IN FACE  V RUN AWAY,Robbery
92024993, SUSP SMASHED VICT VEH WINDOW AND MADE ENTRY SUSP USED TOOK PUNCH VEH IGNITION IN ATTEMPT TO TAKE VICTS VEH,Grand Theft Auto 
120718781,S APPROACHED V FROM BEHIND AND STUNNED HER WITH A STUN GUN S STATED GIVE ME YOUR PURSE S STUNNED V SEVERAL MORE TIMES V HELD OUT HER PURSE TO S S GRAB,Robbery
140604102,UNK S BROKE LOCK TO STORAGE UNK S REMOVED V PROP AND FLED IN UNK DIR,BURG
131517129,S SWUNG SCREWDRIVER AT VS STRIKING V1S HAND S CONTINUED TO SWING AND ADVANCE TOWARD VS VS FLED  S IS V2S FORMER EMPLOYEE RLTD 131517128 BKG 3698126,Aggravated Assault  
131713123,UNK S USED UNK TOOL TO REMOVE LOCK FROM UNIT DOOR ENTERED UNIT AND TOOKVICT GUITAR  S FLED IN UNK DIR,BURG
110708931,UNK SUSP SMASHED VICTS VEH WINDOW ENTERED VEH REMOVED PROP AND FLED IN AN UNK DIRECTION,BTFV
90914995, S1 APPROACHED VICT ON SIDEWALK STATED GIVE ME YOUR SHIT AND BRANDISHEDHANDGUN  S2 WALKED UP BEHIND VICT AND SEARCHED HIM AFTER S1 REMOVED HIS PROP  S,Robbery
130621513,UNK S TOOK V BAG OFF HER KITCHEN COUNTER WHICH CONTAINED ITEMS LISTED,THEFT
101717686,UNK SUSP PULLED DRVR WINDOW OUTWARD REACHED IN AND OPENED DOOR SUSP    GAINED ENTRY AND ATT TO START VEH W UNK TOOL SUSP RMVD PROP AND FLED,Grand Theft Auto 
100405988,SUSP APPROACHED VICT AND DEMANDED VICT GROCERIES  VICT DROPPED HIS     GROCERY BAGS  SUSP PICKED UP ONE OF VICT BAGS AND FLED SB EASTERN AV,Robbery
111416226,UNK SUSP TOOK VICTS PROPERTY AND FLED LOCATION WITH VICTS PROPERTY,THEFT
131605437,SUSP ENTER VEH VIA UNK MEANS & RMVD TAIL LIGHT & CLOTHES.,BTFV
131515345,SUSP REMOVED VICTS CHECKBOOK WHILE VICT WAS AT THE GROCERY STORE SUSP CHARGED $91 AT GAS STATION,THEFT
130919723, SUSP BRANDISHED SILVER HANDGUN FROM RT FRT PANT POCKET POINTED GUN AT WIT AND STATED GIVE ME MONEY WIT IN FEAR GAVE SUSP MONEY SUSP FLED NB WOODMAN,Robbery
110810259,UNK SUSPS RMVD VICTS PROP FRM COUNTER OF RESTAURANT,THEFT
102110898,UNK SUSPS ENTERED THE BUSINESS CONCEALED PROP N EXITED THE STORE WITHOUT PAYING,THEFT
121521648,UNK SUSP RMVS VICTS BIKE FROM VICTS STORAGE LOCKER AT VICTS RESID. BIKE CROSSHAIL WSBC608172449G BLACK,THEFT
110417448,UNK SUSP ENTERED INTO UNLOCKED VEH  SUSP PRIED STEREO FROM DASH  SUSP  EXITED VEH WITH PROP,BTFV
91505284,UNK SUSPS STOLE VICTS VEH WITH FIREARM UNDER BACKSEAT,Grand Theft Auto 
90329187,UNK SUSPS PRIED OPEN FRNT DOOR ENT V RESID REMVD V PROP FLED THROUGH REAR DOOR IN UNK DIR,BURG
100314110,UNK SUSP APPROACHED VICT AND STATED IF YOU DONT GIVE ME YOUR STUFF THERE WILL BE CONSEQUENCES BOTH VICTS GAVE SUSP THEIR PROPERTY IN FEAR FOR THEIR LI,Robbery
111225950,S1 TOLD VIC TO COME W HIM IN HIS VEH OR HE WOULD KILL HER ONCE IN VEH STOLD VIC TO GIVE HIM HER JEW IN FEAR VIC GAVE SUSP HER JEW,Robbery
91923833,V ADVERTISED HIS VEH FRO SALE ON CRAIG LIST S RESPONDED TO THE ADD AND TOOK OF V VEH S NEVER RETURNED VEH TO VICT,Grand Theft Auto 
131919584,V WAS WALKING ON A STREET WHEN HE FELT PAIN IN HIS ABDOMEN AND BELIEVED HE WAS SHOT V RAN TO NEAREST HOSPITAL V IS BARRIO VAN NUYS GANG MEMBER,Aggravated Assault  
90314540,S APPROACHED V AND ASKED FOR MONEY AND CHALLENGED V TO FIGHT V REFUSED FROM DISTANCE 60 TO 70 FT S2 PRODUCE A GUN AND HAND TO S1 S1 FIRED 4X AT V MISS,Aggravated Assault  
91816924,UNK SUSPS SMASHED VEH WINDOW TO GAIN ENTRY TO VEHICLE SUSPS REMOVED    PROP AND RANSACK INTERIOR OF VEH SUSPS FLED IN UNK DIRECTION,BTFV
101616558,UNK SUSP RMVD VICT'S WALLET & CREDIT CARD WHILE VICT WAS RIDING THE BUS,THEFT
101226897, UNK S ENTERED BUSINESS TRU A LOCKED REAR DOOR  S FORCED DOOR OPEN BREAKING THE CHAIN LOCK  S ENTERED LOC REMOVED V PROP FLED THRU THE REARD UNK LOC,BURG
120625753,VICT HUNG PURSE IN NIGHT CLUBS RESTROOM UNK SUSP REMOVED LISTED ITEMS FROM INSIDE PURSE UNK SUSP FLED LOC WITH VICTS PROP TO UNK LOC VICT RECOVERED,THEFT
91017752,UNK SUSP REMOVED VICTS VEH HEADLIGHTS WHICE PARKED ON VICTS DRIVEWAY,THEFT
130916502,SUSP ENTERED VICTS LOCKED VEH VIA DRIVER DOOR USING UNK TOOL TO OPEN THE DOOR  SUSP REMOVED VICTS PROP THEN FLED,BTFV
111507506,VICT AND SUSP ARGUED OVER SUSP RINGING DOORBELL  SUSP THREW A ROCKAT V ICT MISSING HIM   VICT ADVISED SUSP HAS RUNG DOORBELL SEVERAL TIMES AT LATE HRS,Aggravated Assault  
90924415, SUSP TIED ROPE TO VICTS VEH AND ATTEMPTED TO TAKE VEH  SUSP MOVED VEH APPROX 10 FT TO MIDDLE OF STREET  SUSP REMOVED ROPE AND FLED WB ON ERWIN ST,Grand Theft Auto 
110628565,UNK S ENTERED ENCLOSED YARD OF VICTS RESIDENCE AND TOOK METAL PIPING,THEFT
100619492,UNK S USED BODILY FORCE POSSIBLY FOOT TO GAIN ENTRY INTO VICTS LOCKED  AND SECURED RES  UNK S ENTERED SELECTED VICTS PROP AND FLED VIA POINT OF ENTRY,BURG
120916669, UNK SUSP ENTERED GARAGE WHICH WAS LEFT OPEN SUSP REMOVED VICTS PROP   AND FLED TO UNK LOC,BURG
90901041,UNK SUSPS ENTERED LOC VIA BACK DOOR RNSACKED LOC AND FLED WITH VICTS PROP IN UNK DIRECTION,BURG
121413643,UNK SUSP ENTERED UNLOCKED VEH SUSP REMOVED VICTS PROP AND FLED IN UNK  DIRECTION WITH VICTS PROP,BTFV
101822468, THE S BECAME ANGERED AT THE V THE S STRANGLED THE V WITH A ROPE AND   STRUCK THE V SEVERAL TIMES LEAVING VISIBLE INJURY,Aggravated Assault  
110606818,UNK S TOOK V PROP FROM V POCKET WHILE HE WAS WALKING S FLED TO UNK LOC IN UNK DIR,THEFT
111905638,S APPROACHED V AND ASKED ABOUT VEH FOR SALE BY V S GRABBED KEYS FROM  V AND JUMPED INTO VEH AND DROVE AWAY IN UNK DIRECTION,Grand Theft Auto 
130218113,S APPROACHED V AND DEMANDED MONEY WHEN V DID NOT HAVE MONEY S APPROACHED V FROM BEHIND AND STRUCK V ON THE FACE WITH UNK HARD OBJ S FLED IN UNK DIR,Aggravated Assault  
131716713,S MADE ENTRY INTO V VEH BY PRYING V REAR PASS DOOR WINDOW THEN ATT TO  START ENGINE BY USING UNK OBJECT THEN FLED,Grand Theft Auto 
131406687,V STATED SHE PKD AND SECURED HER VEH AT HER GATED APT UNHK SUSP FORCED PASSENGER SIDE DR AND TOOK HER PROP UNK SUSP FLED WITH V PROP,BTFV
91014251,S PULLED A FOLDING KNIFE FROM HIS POCKET AND OPENED IT S HELD THE KNIFEIN A THREATENING MANNER WAVING IT IN THE VICTS DIRECTION,Aggravated Assault  
91922395,S ENTERED STORE AND TOOK PROP S EXITED STORE WITHOUT PAYING FOR THE    PROP,THEFT
140210888,UNK SUSPS USING UNK TOOL OPENED WINDOW GAINED ENTRY AND REMOVED VICTS  PROPERTY,BURG
121515345,SUSP ENTERED FRONT DOOR BY UNK MEANS RANSACKED AND REMOVED VICTS PROP  SUSP FLED LOC THROUGH POE W VICTS PROP,BURG
100716432,UNK S ENTRD V REZ S RMVD V PROP FLED LOC,BURG
101811420, SUSPS PRIED REAR DOOR MADE ENTRY AND RANSACKED RES SUSPS FLED WITH    PROP UNK,BURG
110627480,UNK S REMOVED V PROP FROM LOC FLED TO 6550 YUCCA AND LEFT V PROP IN BLDG HALLWAY S FLED TO UNK LOC,THEFT
100406823,UNK SUSPS ENTERED RESD AND TOOD VICTIMS PROPERTY UNK SUSPS EXITED RESD AND FLED LOC WITH VICTS PROPERTY,BURG
